id,collection,dc.contributor.advisor[en_US],dc.contributor.author[en_US],dc.date.issued[en_US],dc.description.abstract[en_US],dc.format.extent[en_US],dc.identifier.uri,dc.language[en_US],dc.note[en_US],dc.publisher[en_US],dc.subject[en_US],dc.thesis.degree[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US],ou.identifier[en_US]
3890,11244/111,,"Allen, Robert William,",1975,,"ix, 180 leaves :",http://hdl.handle.net/11244/4002,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 3952.",The University of Oklahoma.,"Coupling constants.||Chemistry, Organic.||Reduction (Chemistry)||Amines.",Ph.D.,Anomolous lithium aluminum hybride reduction of carbon-carbon double bonds in 7-AZABICYCLO [2.2.1.]-heptenyl systems.||Search for three-center nonclassical carbanions.||Angular dependence of vicinal ÌÓë©íÏ4N-H coupling constants in bicyclic ammonium salts.,I. A SEARCH FOR THREE-CENTER NONCLASSICAL CARBANIONS:  AMINE ANALOGUES. II. ANOMALOUS LITHIUM-ALUMINUM-HYDRIDE REDUCTION OF CARBON-CARBON DOUBLE BONDS IN 7-AZABICYCLO(2.2.1) HEPTENYL SYSTEMS. III. ANGULAR DEPENDENCE OF VICINAL NITROGEN-14 - HYDROGEN COUPLING CONSTANTS IN BICYCLIC AMMONIUM SALTS.,Thesis,(UMI)AAI7603079
3894,11244/111,,"Billman, Joe Thomas,",1975,,"ix, 148 leaves :",http://hdl.handle.net/11244/4006,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5221.",The University of Oklahoma.,"Compressed speech.||Education, General.",Ph.D.,,The effects of irrelevant concurrent psychomotor activity on the ability to comprehend compressed speech /,Thesis,(UMI)AAI7603084
3888,11244/111,,"Wrather, Daniel Macrae,",1975,,"v, 100 leaves ;",http://hdl.handle.net/11244/4000,,"Source: Dissertation Abstracts International, Volume: 36-04, Section: B, page: 1956.",The University of Oklahoma.,"Aversive stimuli.||Psychology, Experimental.",Ph.D.,,The functional similarity of aversive events :,Thesis,(UMI)AAI7521842
3899,11244/111,,"Callaway, Bill W.,",1975,,"vi, 146 leaves :",http://hdl.handle.net/11244/4011,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 3943.",The University of Oklahoma.,"Kinetic theory of gases.||Chemical kinetics.||High pressure (Science)||Chemistry, Inorganic.",Ph.D.,,High pressure reactions of small covalent molecules /,Thesis,(UMI)AAI7603089
3902,11244/111,,"Edwards, Judith A.,",1975,,169 leaves :,http://hdl.handle.net/11244/4014,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 4069.",The University of Oklahoma.,Parallel processing (Electronic computers)||Computer Science.||Computer networks.||Control theory.,Ph.D.,,A two-level hierarchical control system for a distributed network of computers /,Thesis,(UMI)AAI7603093
3896,11244/111,,"Brady, Douglas Oree,",1975,,"v, 68 leaves :",http://hdl.handle.net/11244/4008,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 4144.",The University of Oklahoma.,"Psychology, Clinical.||Autism.",Ph.D.,,The effects of simultaneous treatments for language acquisition in an autistic child /,Thesis,(UMI)AAI7603086
3901,11244/111,,"Duncan, Michael Robert,",1975,,"v, 51 leaves :",http://hdl.handle.net/11244/4013,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 3775.",The University of Oklahoma.,"Cell transformation.||Reoviruses.||Biology, Microbiology.",Ph.D.,,Differential sensitivity of normal and transformed cells to reovirus infection /,Thesis,(UMI)AAI7603092
3898,11244/111,,"Byrd, Gary Wayne,",1975,,"ii, 96 leaves ;",http://hdl.handle.net/11244/4010,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5141.",The University of Oklahoma.,"Classroom management.||Education, Educational Psychology.",Ph.D.,,The degree of attraction toward a model and the subsequent learning of classroom contingency management /,Thesis,(UMI)AAI7603088
3938,11244/111,,"Scott, Robert Patrick,",1975,,"vii, 80 leaves :",http://hdl.handle.net/11244/4050,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 4040.",The University of Oklahoma.,"Nitrogen.||Argon.||Physics, Fluid and Plasma.",Ph.D.,,The electrical breakdown of argon and nitrogen /,Thesis,(UMI)AAI7603131
3956,11244/111,,"Cypert, Clifford L.,",1975,,"xii, 219 leaves ;",http://hdl.handle.net/11244/4068,,"Source: Dissertation Abstracts International, Volume: 36-10, Section: A, page: 6805.",The University of Oklahoma.,"Education Michigan.||Economics, General.||Economics.",Ph.D.,,An economic analysis of the public education sector of the state of Michigan for the period 1965 to 1969 /,Thesis,(UMI)AAI7608325
3931,11244/111,,"Price, B. Max,",1975,,"iv, 77 leaves :",http://hdl.handle.net/11244/4043,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5056.",The University of Oklahoma.,"Education, Guidance and Counseling.||Counseling.",Ph.D.,,"Facilitation, expertness, and influence in counseling /",Thesis,(UMI)AAI7603124
3914,11244/111,,"Jarrett, Millard,",1975,,"vii, 83 leaves ;",http://hdl.handle.net/11244/4026,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 4961.",The University of Oklahoma.,"University extension.||Education, Adult and Continuing.",Ph.D.,,An analysis of the effectiveness of the Department of Off-Campus classes of the University of Oklahoma /,Thesis,(UMI)AAI7603107
3904,11244/111,,"Fonstad, Todd Arndt,",1975,,"ix, 148 leaves :",http://hdl.handle.net/11244/4016,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5543.",The University of Oklahoma.,Land settlement Wisconsin.||Rural development Wisconsin.||Geography.,Ph.D.,,Man and land :,Thesis,(UMI)AAI7603096
3923,11244/111,,"Mehta, Zulekha,",1975,,"iv, 145 leaves ;",http://hdl.handle.net/11244/4035,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 4207.",The University of Oklahoma.,"Learning, Psychology of.||Psychology, Experimental.||Paired-association learning.",Ph.D.,,"Transfer of incidentally learned associations in ""R-S"" paradigms :",Thesis,(UMI)AAI7603116
3903,11244/111,,"Exendine, Lois Armstead,",1975,,"vi, 93 leaves ;",http://hdl.handle.net/11244/4015,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5220.",The University of Oklahoma.,"Reading readiness Testing.||Education, Tests and Measurements.",Educat.D.,,An investigation of readiness test results with kindergarten children using object-form and paper-pencil methods /,Thesis,(UMI)AAI7603095
4101,11244/111,,"Wright, Paula Jane,",1976,,"viii, 123 leaves ;",http://hdl.handle.net/11244/4213,,"Source: Dissertation Abstracts International, Volume: 37-08, Section: A, page: 4709.",The University of Oklahoma.,Communication.||Speech Communication.,Ph.D.,,A study of the differences between written messages encoded by field dependent and field independent sources /,Thesis,(UMI)AAI7701863
3915,11244/111,,"Jenkins, Bessie Gilliam,",1975,,"viii, 134 leaves :",http://hdl.handle.net/11244/4027,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5196.",The University of Oklahoma.,"Education, Special.||Compressed speech.||Prisoners Education.",Ph.D.,,The effect of accompanying expanded or compressed speech tapes on the comprehension and eye movements of incarcerated undereducated adults /,Thesis,(UMI)AAI7603108
3924,11244/111,,"Merrell, Ronald Durand,||Warner Robins Air Logistics Center (ga.)",1975,,"xiv, 323 leaves ;",http://hdl.handle.net/11244/4036,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5589.",The University of Oklahoma.,"Sociology, Industrial and Labor Relations.||Employee-management relations in government United States Case studies.||Collective bargaining Government employees United States.",Ph.D.,,The impact of collective bargaining on management practices at the Warner Robins Air Logistics Center /,Thesis,(UMI)AAI7603117
3965,11244/111,,"Kennedy, Michael L.,",1975,,"viii, 120 leaves ;",http://hdl.handle.net/11244/4077,,"Source: Dissertation Abstracts International, Volume: 36-10, Section: B, page: 4895.",The University of Oklahoma.,"Dipodomys ordii.||Kangaroo rats.||Biology, Zoology.",Ph.D.,,"Geographic variation in Ord's kangaroo rat, Dipodomys ordii /",Thesis,(UMI)AAI7608334
3945,11244/111,,"Toussaint, Craig R.,",1975,,"ix, 219 leaves ;",http://hdl.handle.net/11244/4057,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 3848.",The University of Oklahoma.,Environmental impact statements.||Energy.||Environmental Sciences.,Ph.D.,,A method for the determination of regional values associated with the assessment of environmental impacts /,Thesis,(UMI)AAI7603138
3906,11244/111,,"Gaynor, Charles Allen,",1974,,"v, 68 leaves ;",http://hdl.handle.net/11244/4018,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 4154.",The University of Oklahoma.,"Psychology, Clinical.||Psychotherapist and patient.",Ph.D.,,An investigation of client attraction to therapists based on the Byrne model /,Thesis,(UMI)AAI7603098
4100,11244/111,,"Williams, Jerry D.,",1976,,"iv, 43 leaves :",http://hdl.handle.net/11244/4212,,"Source: Dissertation Abstracts International, Volume: 37-08, Section: B, page: 4199.",The University of Oklahoma.,"Conditioned response.||Psychology, Experimental.||Reinforcement (Psychology)",Ph.D.,,Transfer of aversive conditioning to appetitive extinction :,Thesis,(UMI)AAI7701862
3939,11244/111,,"Sibley, Duncan F.,",1975,,"vii, 62 leaves :",http://hdl.handle.net/11244/4051,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 3833.",The University of Oklahoma.,"Geology, Stratigraphic Silurian.||Quartzite.||Geology.||Cementation (Petrology)",Ph.D.,,Intergranular pressure solution in the Tuscarora orthoquartzite /,Thesis,(UMI)AAI7603132
3916,11244/111,,"Kapustka, Lawrence A.",1975,,"viii, 36 leaves :",http://hdl.handle.net/11244/4028,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 3745.",The University of Oklahoma.,"Biology, Botany.||Revegetation.||Soil microbiology.||Nitrogen Fixation.",Ph.D.,,Acetylene reduction (nitrogen fixation) and old field succession in central Oklahoma /,Thesis,(UMI)AAI7603109
3976,11244/111,,"Brackin, Michael Francis,",1976,,"iv, 41 leaves ;",http://hdl.handle.net/11244/4088,,"Source: Dissertation Abstracts International, Volume: 37-01, Section: B, page: 0111.",The University of Oklahoma.,"Biology, Zoology.||Lizards Behavior.",Ph.D.,,The relation of status to behavior and anatomy in dominance hierarchies of six-lined racerunner lizards /,Thesis,(UMI)AAI7615796
4102,11244/111,,"Abraham, Yohannan T.",1976,,"viii, 198 leaves ;",http://hdl.handle.net/11244/4214,,"Source: Dissertation Abstracts International, Volume: 37-12, Section: A, page: 7835.",The University of Oklahoma.,"Job satisfaction.||Employee morale.||Business Administration, General.",Ph.D.,,Employee tenure :,Thesis,(UMI)AAI7712724
3961,11244/111,,"Geis, Lynna,",1975,,"viii, 66 leaves ;",http://hdl.handle.net/11244/4073,,"Source: Dissertation Abstracts International, Volume: 36-10, Section: A, page: 6549.",The University of Oklahoma.,"Reading.||Education, Educational Psychology.",Ph.D.,,Development and standardization of parallel forms of a syllabication skills test /,Thesis,(UMI)AAI7608330
3907,11244/111,,"Gibbons, H. Eugene,",1975,,"vi, 145 leaves :",http://hdl.handle.net/11244/4019,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5099.",The University of Oklahoma.,"Community and college.||Education, History of.||Municipal universities and colleges.||Dallas County Community College District.",Ph.D.,,The historical development of the Dallas County Community College District :,Thesis,(UMI)AAI7603099
3925,11244/111,,"Murphy, Harry Burton,",1975,,"iv, 65 leaves ;",http://hdl.handle.net/11244/4037,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5054.",The University of Oklahoma.,"Mental suggestion.||Psychotherapist and patient.||Education, Guidance and Counseling.",Ph.D.,,The effects of counselor facilitative level on client suggestibility /,Thesis,(UMI)AAI7603118
4103,11244/111,,"Alvis, James Earl,",1976,,"iv, 134 leaves ;",http://hdl.handle.net/11244/4215,,"Source: Dissertation Abstracts International, Volume: 37-12, Section: A, page: 7775.",The University of Oklahoma.,"Literature, Romance.||Matute, Ana MarÌÓë©íÏa, 1926-",Ph.D.,,La traici‰ö_‰ä´n la obra de Ana Mar‰ö_‰äÊMatute /,Thesis,(UMI)AAI7712725
3969,11244/111,,"Naggar, Ali K.,",1975,,"vi, 206 leaves ;",http://hdl.handle.net/11244/4081,,"Source: Dissertation Abstracts International, Volume: 36-10, Section: A, page: 6793.",The University of Oklahoma.,"Energy.||Oil industries Accounting.||Gas industry Accounting.||Accounting.||Business Administration, General.",Ph.D.,,"An empirical study of evaluating ""successful efforts"" and ""full cost"" methods of accounting for finding costs of oil and gas industry from the investor's point of view /",Thesis,(UMI)AAI7608339
3917,11244/111,,"Khorramzadeh, Heshmatallah,",1975,,"vi, 59 leaves :",http://hdl.handle.net/11244/4029,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5152.",The University of Oklahoma.,"Hand Test.||Education, Educational Psychology.",Ph.D.,,A comparison of Hand Test responses of higher education and non-higher education Iranian students in the state of Oklahoma /,Thesis,(UMI)AAI7603110
3933,11244/111,,"Renshaw, Steven L.,",1975,,"ix, 109 leaves :",http://hdl.handle.net/11244/4045,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 4855.",The University of Oklahoma.,Communication.||Speech Communication.||Verbal behavior.,Ph.D.,,"A computer simulation of shaping and ""Mef"" relations in a functional approach to syntactic verbal behavior /",Thesis,(UMI)AAI7603126
3908,11244/111,,"Samuels-grier, Marian E.,",1975,,"ix, 120 leaves :",http://hdl.handle.net/11244/4020,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5148.",The University of Oklahoma.,"Education, Educational Psychology.||Self-perception.||African American college students||Interpersonal relations.",Ph.D.,,A comparison of self-concept and interpersonal relationship between black students on a predominantly black college campus and black students on a predominantly white college campus /,Thesis,(UMI)AAI7603100
3957,11244/111,,"Denton, Dayle Aldridge,",1975,,"vi, 86 leaves ;",http://hdl.handle.net/11244/4069,,"Source: Dissertation Abstracts International, Volume: 36-10, Section: B, page: 5301.",The University of Oklahoma.,"Conversation.||Human behavior.||Psychology, Experimental.",Ph.D.,,Drive and reinforcement analogs in conversation /,Thesis,(UMI)AAI7608326
3940,11244/111,,"Smith, Lucy Freeman,",1975,,"viii, 101 leaves ;",http://hdl.handle.net/11244/4052,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5162.",The University of Oklahoma.,"Education, Educational Psychology.||Student evaluation of teachers.",Ph.D.,,The effects of non-instructional student preferences upon ratings of instructional competence /,Thesis,(UMI)AAI7603133
3926,11244/111,,"Naylor, Lynda Pearl,",1975,,"vi, 126 leaves :",http://hdl.handle.net/11244/4038,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: B, page: 4209.",The University of Oklahoma.,"Pain.||Mental suggestion.||Hypnotism.||Psychology, Experimental.",Ph.D.,,The relationship of waking pain parameters and suggestibility in hypnosis /,Thesis,(UMI)AAI7603119
3909,11244/111,,"Harper, Ben,",1975,,"v, 36 leaves ;",http://hdl.handle.net/11244/4021,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 4871.",The University of Oklahoma.,"Education, General.||Paired association learning.||Deaf children.",Ph.D.,,Comparative associative learning rates of hearing and hearing-impaired students of normal intelligence /,Thesis,(UMI)AAI7603101
3946,11244/111,,"Travis, Paul Dee,",1975,,"ix, 179 leaves ;",http://hdl.handle.net/11244/4058,,"Source: Dissertation Abstracts International, Volume: 36-08, Section: A, page: 5501.",The University of Oklahoma.,"Rain-making.||History, United States.",Ph.D.,,"Charlatans, sharpers, and climatology :",Thesis,(UMI)AAI7603139
4106,11244/111,,"Beard, Jo Ellen,",1976,,"v, 73 leaves ;",http://hdl.handle.net/11244/4218,,"Source: Dissertation Abstracts International, Volume: 37-12, Section: B, page: 6313.",The University of Oklahoma.,"Psychology, Clinical.||Education.",Ph.D.,,An analytic view of the etiological theories of autism /,Thesis,(UMI)AAI7712728
3952,11244/111,,"Bae, Hee Man.",1975,,"x, 183 leaves :",http://hdl.handle.net/11244/4064,,"Source: Dissertation Abstracts International, Volume: 36-10, Section: B, page: 5218.",The University of Oklahoma.,Wind power.||Operations Research.||Energy.,Ph.D.,,Economic optimization models of windpower systems /,Thesis,(UMI)AAI7608321
